"sample_id","collection_date","bcov_recovery","bcov_recovery_lci","bcov_recovery_uci","city","state","name","site_name","sewershed_pop","state_abbr","N_Gene_gc_g_dry_weight","N_Gene_gc_g_dry_weight_lci","N_Gene_gc_g_dry_weight_uci"
"SVCW800478","2021-10-24",1.077,1.038,1.115,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",25460.226350442474,20894.72576755162,29578.664665486725
"SVCW800519","2021-10-25",1.235,1.2,1.27,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",11358.171794285716,8888.940205714287,14247.7368584127
"SVCW800458","2021-10-26",1.171,1.082,1.244,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",29934.15650420169,23371.883464425777,36092.36549019608
"SVCW800454","2021-10-27",1.019,0.95,1.089,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",8868.32772206573,6940.376030798123,11124.473224413148
"SVCW800485","2021-10-28",1.251,1.204,1.309,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",22327.023635087724,18310.417207017545,26892.858638596495
"SVCW800526","2021-10-29",1.934,1.69,2.132,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",14578.454237288139,12452.7653740113,16665.42500338983
"SVCW800440-20211030","2021-10-30",1.59,1.505,1.677,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",21030.375328735634,17588.124873563218,24895.309029885055
"SVCW800460","2021-10-31",1.301,1.203,1.386,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",105544.07200613029,94072.67808122607,114628.14506666671
"SVCW800521","2021-11-01",0.854,0.752,0.971,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",21490.437974879227,18485.677418357485,24804.62437874396
"SVCW800455","2021-11-02",1.156,1.072,1.238,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",72051.12526708076,66665.95743271222,77732.5600331263
"SVCW800293","2021-11-03",0.927,0.87,0.98,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",48944.328450370376,42836.45417481482,54915.346927407416
"SVCW800490","2021-11-04",0.697,0.652,0.742,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",131909.0186225044,120992.5079345704,142826.24986436692
"SVCW800520","2021-11-05",0.849,0.782,0.912,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",27874.87916272097,23850.79419171373,32328.297393490535
"SVCW800290","2021-11-06",1.006,0.953,1.059,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",22625.198904073462,19071.499506632455,26595.739448595323
"SVCW800298","2021-11-07",1.041,0.907,1.172,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",61774.628136747706,47166.137285129975,79130.88029430743
"SVCW800457","2021-11-08",0.699,0.607,0.798,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",22540.402793650792,18254.64717460317,27449.965473015873
"SVCW800363","2021-11-09",1.051,0.99,1.109,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",15991.613594074079,12206.858180740739,20399.932503703705
"SVCW800446-20211110","2021-11-10",0.937,0.884,0.993,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",26217.407202240895,22589.533938375353,30214.73978263305
"SVCW800451","2021-11-11",1.554,1.478,1.63,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",25376.551534751772,21442.18505531915,29765.812221276592
"SVCW800361","2021-11-12",1.191,1.128,1.257,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",14661.181589159893,11957.469667208672,17602.050853116532
"SVCW800299","2021-11-13",1.129,1.029,1.232,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",10015.216140740744,7215.161566666669,12564.678985185188
"SVCW800495","2021-11-14",0.805,0.759,0.854,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",19758.633204868856,16569.702398209334,23332.994608652003
"SVCW800467","2021-11-15",1,0.926,1.068,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",8608.205076405799,6426.66194736232,11026.658875362318
"SVCW800366","2021-11-16",0.913,0.809,1.034,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",26221.829158333334,22795.771558333337,30511.03651666667
"SVCW800439-20211117","2021-11-17",1.044,0.939,1.147,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",30584.517528455293,24935.276526829275,37443.56031219513
"SVCW800511","2021-11-18",0.969,0.894,1.041,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",39984.57590724638,34894.45672811595,45256.6561484058
"SVCW800492","2021-11-19",1.057,0.949,1.15,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",21457.336365543073,17208.07615280899,26007.825510112365
"SVCW800551","2021-11-20",0.929,0.871,0.976,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",55637.85047843138,48616.792643137254,63305.47145098039
"SVCW800364","2021-11-21",0.987,0.931,1.049,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",134189.72424868145,121836.9155280335,146543.23340809272
"SVCW800444-20211122","2021-11-22",1.11,1.056,1.164,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",28984.11669059829,22128.378229059832,36470.645511111106
"SVCW800356","2021-11-23",0.769,0.724,0.814,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",77217.12525547446,68326.52312603407,85235.13163990268
"SVCW800340","2021-11-24",0.819,0.751,0.902,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",53586.14297383966,44533.741623628695,61553.20662953586
"SVCW800370","2021-11-25",0.942,0.868,1.018,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",45955.868090613425,41027.87190237957,51263.900799939904
"SVCW800476","2021-11-26",0.903,0.837,0.974,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",61643.41679325809,53089.80941772457,70697.62901023585
"SVCW800372","2021-11-27",1.097,1.005,1.193,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",332117.61044444446,310590.47911111114,353646.46377777774
"SVCW800339","2021-11-28",0.789,0.738,0.849,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",45186.331396491245,38289.56787368422,52510.964238596505
"SVCW800357","2021-11-29",1.182,1.121,1.241,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",86591.04003004698,77818.40937464792,96000.27737840379
"SVCW901072","2021-11-30",0.774,0.73,0.818,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",293167.2233142857,269572.90285714285,321012.2608761905
"SVCW800358","2021-12-01",0.951,0.873,1.025,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",60969.17106938775,53138.23661496599,67835.1006585034
"SVCW800367","2021-12-02",1.015,0.947,1.081,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",71559.96682202899,61602.98776115941,78175.88474434783
"SVCW800564","2021-12-03",1.029,0.974,1.083,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",57284.589568372576,48448.02638095633,65874.79973481556
"SVCW800477","2021-12-04",0.696,0.648,0.747,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",22376.45272285712,18653.649155811614,25996.044117917336
"SVCW800517","2021-12-05",0.681,0.642,0.72,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",266402.91381300555,236143.88181452185,299144.1090901693
"SVCW800489","2021-12-06",0.838,0.796,0.88,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",17131.34561266217,13562.18542371474,21134.730747767848
"SVCW800369","2021-12-07",1.185,1.123,1.247,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",52445.7632888889,47351.91422222222,57695.4754909091
"SVCW800371","2021-12-08",0.931,0.866,0.987,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",79507.49603864735,71452.68905120774,88146.7441468599
"SVCW800465","2021-12-09",0.87,0.82,0.923,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",53524.20170666667,47749.938965333335,59746.685024
"SVCW800452","2021-12-10",0.607,0.557,0.655,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",36464.025648377785,32506.032527493608,40731.27911245222
"SVCW800505","2021-12-11",1.175,1.117,1.23,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",59493.000442917335,52642.48289503496,66913.84959865255
"SVCW800530","2021-12-12",0.93,0.878,0.985,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",46094.98013271371,40055.360686912965,52421.95558012201
"SVCW800448","2021-12-13",0.629,0.583,0.685,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",17125.997166101697,15047.194594350285,19655.338115254242
"SVCW800450","2021-12-14",1.176,1.122,1.236,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",66199.7523027027,57849.82103063064,73679.170806006
"SVCW800359","2021-12-15",0.948,0.897,1.001,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",34658.21928421052,29479.502436090228,39658.69703057644
"SVCW800365","2021-12-16",0.756,0.713,0.799,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",80410.2156015326,72278.15797701152,86591.31862068968
"SVCW800443-20211217","2021-12-17",0.975,0.919,1.031,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",67893.27950107526,59964.80039569893,76492.01218064516
"SVCW800291","2021-12-18",1.324,1.268,1.383,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",48013.69648627451,41324.86324705882,55301.66625882353
"SVCW121921","2021-12-19",0.932,0.845,1.019,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",615050.8112912911,580456.7537777777,649655.4537897898
"SVCW800346","2021-12-20",1.379,1.309,1.458,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",49420.507981877025,44121.05091521036,55128.63455275082
"SVCW122121","2021-12-21",1.282,1.204,1.348,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",122350.466877193,110816.03536842107,132814.38224561405
"SVCW800472","2021-12-22",0.884,0.839,0.929,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",219585.1082170543,209020.73289922485,230900.06213953494
"SVCW800498","2021-12-23",0.594,0.543,0.642,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",303230.7896696697,287388.9361681682,317880.2123723724
"SVCW800461","2021-12-24",0.982,0.935,1.028,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",146240.5569751244,137257.4953233831,155224.47275621892
"SVCW800504","2021-12-25",0.578,0.526,0.624,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",162091.5032679739,143267.9738562092,184052.28758169938
"SVCW800538","2021-12-26",1.159,1.104,1.214,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",581129.4362194093,548211.2707510549,616843.8231223628
"SVCW800497","2021-12-27",0.907,0.833,0.968,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",250909.09090909094,235151.51515151517,263636.36363636365
"SVCW800540","2021-12-28",0.679,0.624,0.732,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",164938.2716049383,145185.1851851852,182716.04938271607
"SVCW800474","2021-12-29",0.677,0.627,0.73,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",234423.81238242894,216515.27739534882,249668.88037209303
"SVCW800529","2021-12-30",1.301,1.174,1.412,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",313402.0618556701,293608.24742268043,327697.59450171824
"SVCW800527","2021-12-31",1.236,1.155,1.305,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",2535384.6153846155,2330256.4102564105,2707692.307692308
"SVCW800103","2022-01-01",0.457,0.393,0.523,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",2479245.867047619,2323298.499809524,2634948.5489523816
"SVCW800510","2022-01-02",1.241,1.188,1.294,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",709659.8639455782,677006.8027210884,740136.0544217688
"SVCW800466","2022-01-03",0.945,0.862,1.028,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",265846.1538461539,251076.9230769231,282256.41025641025
"SVCW800059","2022-01-04",1.021,0.969,1.098,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",536797.6680000001,491204.92642424244,578444.0473939395
"SVCW800470","2022-01-05",0.739,0.694,0.783,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",1000794.2395311358,961196.1727765569,1039830.6933919415
"SVCW800057","2022-01-06",1.039,0.98,1.098,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",919365.2266666668,878430.5856277057,965814.0370562772
"SVCW800060","2022-01-07",0.887,0.804,0.966,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",1186878.306878307,1122539.6825396826,1252910.052910053
"SVCW800041","2022-01-08",0.881,0.835,0.93,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",512636.81592039805,476019.9004975125,549253.7313432836
"SVCW800501","2022-01-09",0.861,0.814,0.906,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",334883.22336436366,323308.8043345005,346459.3268060066
"SVCW800437-20220110","2022-01-10",1.219,1.148,1.276,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",621822.328888889,587539.4467555556,653327.7157925927
"SVCW800046","2022-01-11",0.845,0.802,0.894,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",559355.7646406927,533885.50995671,585109.0996363637
"SVCW800052","2022-01-12",0.844,0.792,0.902,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",449254.90196078434,414117.64705882355,475607.84313725494
"SVCW800525","2022-01-13",1.907,1.815,1.999,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",919162.766822511,891809.438753247,946520.5865281388
"SVCW800462","2022-01-14",1.508,1.389,1.63,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",1997573.8528395065,1896225.9170370372,2119148.913580247
"SVCW800559","2022-01-15",2.882,2.604,3.189,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",89414.55486338798,83173.07956284154,95898.53965027326
"SVCW800453","2022-01-16",1.893,1.638,2.148,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",558079.8664425771,520861.7138375352,594437.329389356
"SVCW800535","2022-01-17",0.675,0.639,0.711,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",390476.19047619053,331428.5714285715,426666.6666666668
"SVCW800507","2022-01-18",1.422,1.218,1.634,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",422057.6131687243,373333.3333333334,461563.78600823047
"SVCW800481","2022-01-19",2.172,2.018,2.347,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",915699.1282580645,880585.6192688172,949675.6932473119
"SVCW800473","2022-01-20",2.006,1.876,2.127,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",802177.9377777779,778337.1214222223,825606.5732063494
"SVCW800463","2022-01-21",1.374,1.304,1.444,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",624576.1250340664,562217.0026912248,670758.3286965545
"SVCW800456","2022-01-22",1.364,1.267,1.479,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",269637.03097341355,250968.53418287894,288051.66340082063
"SVCW800111","2022-01-23",0.795,0.733,0.854,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",237562.4974568691,222609.202067057,252593.09826475152
"SVCW800524","2022-01-24",1.105,1.028,1.184,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",398941.0774901961,368627.45098039217,424198.5993725491
"SVCW800547","2022-01-25",1.589,1.483,1.691,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",548721.0216393444,521948.2254863389,574009.7545792351
"SVCW800541","2022-01-26",1.762,1.676,1.848,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",214743.67437837835,201162.63034234237,228325.80079279284
"SVCW800550","2022-01-27",1.587,1.492,1.681,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",175646.48208037825,163012.94418912535,187185.4092104019
"SVCW800124","2022-01-28",1.317,1.242,1.391,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",217038.6206370724,204982.83164015124,229949.38328813986
"SVCW800058","2022-01-29",2.149,2.016,2.275,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",120535.81685960786,107820.5856627451,132041.48241568627
"SVCW800050","2022-01-30",1.491,1.402,1.587,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",359241.5447382971,332679.71896385995,387650.57112819364
"SVCW800036","2022-01-31",1.784,1.68,1.88,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",88386.92452038836,81310.51295275081,95463.74966472492
"SVCW800499","2022-02-01",0.975,0.91,1.04,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",78882.66097777779,72682.17054263566,85099.68603617573
"SVCW800553","2022-02-02",1.092,1.036,1.144,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",285381.34261333337,271746.0123733334,299018.1223466666
"SVCW800464","2022-02-03",1.028,0.952,1.111,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",221166.78184615384,209510.8276923077,232823.86092307695
"SVCW800552","2022-02-04",0.639,0.595,0.688,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",223330.33518575065,212134.30546564888,234457.73915521632
"SVCW800514","2022-02-05",1.202,1.098,1.291,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",251784.9275095786,238588.42813793107,264982.66924137936
"SVCW800482","2022-02-06",0.673,0.634,0.712,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",62218.356664888895,56417.7449528889,68517.72732444447
"SVCW800542","2022-02-07",1.116,1.047,1.181,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",81272.13194105263,74032.0306077193,88512.62812070175
"SVCW800556","2022-02-08",1.093,1.018,1.166,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",94013.85872592595,84290.53094814818,103545.02995555558
"SVCW800536","2022-02-09",0.979,0.921,1.039,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",222109.56594152047,203548.63214035085,239081.15405847956
"SVCW800563","2022-02-10",0.875,0.827,0.923,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",122416.08967441863,115384.92986046511,129507.09438759694
"SVCW800561","2022-02-11",0.351,0.321,0.382,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",41005.95494752292,34294.07970879673,48542.01245051561
"SVCW800533","2022-02-12",0.913,0.838,0.98,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",41203.767061233564,33183.79653824701,49205.76347245112
"SVCW800040","2022-02-13",1,0.936,1.059,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",45917.48373849051,37321.52439299078,54773.28527541394
"SVCW800503","2022-02-14",0.699,0.653,0.742,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",36919.58142337663,31757.563220779226,42613.16571428572
"SVCW800528","2022-02-15",1.13,1.071,1.189,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",132913.40783238094,118249.67520000003,147715.5503847619
"SVCW800509","2022-02-16",1.565,1.478,1.645,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",67944.45331280054,60868.89902750646,75548.82408207304
"SVCW800557","2022-02-17",1.06,0.997,1.123,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",979297.7791604939,930370.3703703705,1035585.0972839508
"SVCW800043","2022-02-18",0.909,0.846,0.973,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",71214.88783094623,63180.36214009416,79132.89914976011
"SVCW800487","2022-02-19",1.316,1.238,1.388,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",14181.825411877997,11630.529871328443,17081.985788897062
"SVCW800532","2022-02-20",0.666,0.61,0.709,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",21338.266957087137,18516.16002092455,24129.03108179367
"SVCW800534","2022-02-21",0.722,0.681,0.768,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",36348.912023728866,32102.54894789832,40816.122485745385
"SVCW800558","2022-02-22",1.073,0.98,1.165,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",28584.85254736843,23906.12844912281,33838.07550877194
"SVCW800039","2022-02-23",0.551,0.498,0.597,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",17353.389726007328,12929.151343589745,22009.14913992674
"SVCW800479","2022-02-24",0.771,0.727,0.815,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",32333.20024177778,25950.156316444445,38373.12486400001
"SVCW800469","2022-02-25",1.257,1.185,1.329,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",40976.370082181966,32685.116225597805,50565.49988540957
"SVCW800449","2022-02-26",0.743,0.695,0.791,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",10472.966338697317,8333.85657624521,12448.140334099618
"SVCW800543","2022-02-27",0.707,0.677,0.74,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",22231.631808810744,19056.70651683104,25741.208482671707
"SVCW800438","2022-02-28",0.579,0.534,0.625,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",17563.834076190476,14224.297942857143,21389.454599999997
"SVCW800500","2022-03-01",1.012,0.955,1.069,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",16652.16316049383,13471.572483950618,20086.855061728398
"SVCW800646","2022-03-02",0.985,0.929,1.041,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",59307.98228292684,53413.892500813,64817.51129322494
"SVCW800565","2022-03-03",1.093,1.028,1.16,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",27737.65216969697,19510.813915151517,35315.15525818182
"SVCW800621","2022-03-04",1.104,1.044,1.164,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",75077.08752490435,66221.41336341461,83691.4246340832
"SVCW800459","2022-03-05",0.581,0.533,0.634,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",32263.404223040005,27921.556636987127,36330.55781686542
"SVCW800645","2022-03-06",0.657,0.613,0.712,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",9109.489051094892,7147.445255474455,11367.396593673966
"SVCW800548","2022-03-07",1.005,0.946,1.059,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",20544.68433258427,16712.461962546822,24922.731661423226
"SVCW800642","2022-03-08",0.963,0.907,1.019,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",9370.76874109576,6394.640707866461,13151.673527506982
"SVCW800622","2022-03-09",1.123,1.066,1.18,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",81949.83208135594,72826.36933785313,91805.87294011301
"SVCW800647","2022-03-10",0.846,0.781,0.939,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",23117.968914285713,19918.99031578947,26642.725285213033
"SVCW800644","2022-03-11",0.641,0.582,0.703,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",38810.74113455432,35076.27148842024,42545.4041181717
"SVCW800641","2022-03-12",0.819,0.74,0.869,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",64280.40249246948,56718.450197031816,72487.58038444696
"SVCW800441-2022-03-13","2022-03-13",0.75,0.709,0.791,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",13607.490062713601,10569.715499878002,17178.45201492307
"SVCW800649","2022-03-14",1.184,1.052,1.3,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",15930.076882962965,11971.342127407408,20802.9746962963
"SVCW800586","2022-03-15",1.809,1.725,1.901,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",28121.21212121212,24161.616161616166,32404.04040404041
"SVCW800546","2022-03-16",0.799,0.752,0.846,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",24564.0076786639,21109.487158227657,28397.585014741595
"SVCW800643","2022-03-17",0.728,0.629,0.837,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",16922.15092906667,12962.062839466666,20628.524782933335
"SVCW800570","2022-03-18",1.09,1.01,1.168,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",35630.560081815915,29931.318880331637,40860.522877086274
"SVCW800669","2022-03-19",0.875,0.828,0.922,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",17833.113974554708,15032.10577099237,20962.67389720102
"SVCW800660","2022-03-20",1.002,0.949,1.055,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",16260.894139607706,12725.794756854046,20397.788506966997
"SVCW800574","2022-03-21",1.146,1.069,1.227,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",414029.2729221185,394664.918928349,431686.11618691596
"SVCW800680","2022-03-22",0.723,0.677,0.769,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",46665.37691125828,41196.36417836646,52763.056805298016
"SVCW800612","2022-03-23",0.64,0.59,0.687,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",16709.730357606837,14270.23635145299,22556.952128547004
"SVCW800681","2022-03-24",0.862,0.812,0.912,"Silicon Valley","California","Redwood City, CA","Silicon Valley Clean Water",199000,"CA",41523.65948368795,34062.58170780142,47668.774921985816
